id,title,title_doiorg,title_openalex,authors,authors_doiorg,authors_openalex,authors_count_doiorg,authors_count_openalex,venue,year,abstract_doiorg,abstract_openalex,abstract_semantic,tldr,primary_topic,keywords,concepts,reference_count,citation_count,is_open_access,Label
1063,Loop Restricted Existential Rules and First-Order Rewritability for Query Answering.,,,"Vernon Asuncion, Yan Zhang, Heng Zhang, Yun Bai",,,0,0,kr,2018,,,"In ontology-based data access (OBDA), the classical database is enhanced with an ontology in the form of logical assertions generating new intensional knowledge. A powerful form of such logical assertions is the tuple-generating dependencies (TGDs), also called existential rules, where Horn rules are extended by allowing existential quantifiers to appear in the rule heads. In this paper we introduce a new language called loop restricted (LR) TGDs (existential rules), which are TGDs with certain restrictions on the loops embedded in the underlying rule set. We study the complexity of this new language. We show that the conjunctive query answering (CQA) under the LR TGDs is decid- able. In particular, we prove that this language satisfies the so-called bounded derivation-depth prop- erty (BDDP), which implies that the CQA is first-order rewritable, and its data complexity is in AC0 . We also prove that the combined complexity of the CQA is EXPTIME complete, while the language membership is PSPACE complete. Then we extend the LR TGDs language to the generalised loop restricted (GLR) TGDs language, and prove that this class of TGDs still remains to be first-order rewritable and properly contains most of other first-order rewritable TGDs classes discovered in the literature so far.","This paper proves that the conjunctive query answering (CQA) under the LR TGDs is decid- able, and proves that this language satisfies the so-called bounded derivation-depth prop- erty (BDDP), which implies that the CQA is first-order rewritable, and its data complexity is in AC0.",,,,25,0,False,3
1064,Making Repairs in Description Logics More Gentle.,,,,,,0,0,kr,2018,,,,"This work proposes a more gentle notion of repair in which axioms are not deleted, but only weakened, and investigates general properties of this gentle repair method.",,,,24,0,False,3
1065,Changing Observations in Epistemic Temporal Logic.,,,Joeri Engelfriet,,,0,0,kr,2018,,,"We study dynamic changes of agents' observational power in logics of knowledge and time. We consider CTL*K, the extension of CTL* with knowledge operators, and enrich it with a new operator that models a change in an agent's way of observing the system. We extend the classic semantics of knowledge for perfect-recall agents to account for changes of observation, and we show that this new operator strictly increases the expressivity of CTL*K. We reduce the model-checking problem for our logic to that for CTL*K, which is known to be decidable. This provides a solution to the model-checking problem for our logic, but its complexity is not optimal. Indeed we provide a direct decision procedure with better complexity.","The classic semantics of knowledge for perfect-recall agents is extended to account for changes of observation, and it is shown that this new operator strictly increases the expressivity of CTL*K.",,,,30,0,False,4
1069,Approximating Perfect Recall When Model Checking Strategic Abilities.,,,"Francesco Belardinelli, Alessio Lomuscio, Vadim Malvone, Emily Yu",,,0,0,kr,2018,,,,"A novel three-valued semantics is presented for ATL ∗ and ATL , respectively ATL, under bounded recall and imperfect information, and it is shown that the three-valued semantics constitutes an approximation with respect to the traditional two-valued semantics.",,,,29,0,False,3
1070,Knowledge Representation for Cognition- and Learning-enabled Robot Manipulation.,,,Alana de Santana Correia,,,0,0,kr,2018,,,,"It is shown how patterns of force events can be used to define semantics of action verbs in the proposed action representation, which is based on force dynamic events that occur when an embodied agent interacts with its world.",,,,20,0,False,4
1071,Some Thoughts On Well-Foundedness in Weighted Abstract Argumentation.,,,"Stefano Bistarelli, Francesco Santini",,,0,0,kr,2018,,,,"This work generalises the notion of well-foundedness to different notions of defence in weighted frameworks, in order to obtain a single extension for different weighted semantics (uniqueness result)",,,,10,0,False,3
1072,On Laws and Counterfactuals in Causal Reasoning.,,,James Woodward,,,0,0,kr,2018,,,,"It will be shown that, though counterfactuals are readily definable on the basis of causal rules, the reverse reduction is achievable only up to a certain logical threshold (basic equivalence), and it will be argued that counterfactUALs cannot distinguish causal theories that justify different claims of actual causation.",,,,32,0,False,5
1073,Better Eager Than Lazy? How Agent Types Impact the Successfulness of Implicit Coordination.,,,"Jana Neitsch, Oliver Niebuhr",,,0,0,kr,2018,,,,This work studies how and under which circumstances the decentralized application of strong policies with implicit coordination leads to the desired outcome.,,,,25,0,False,5
1075,Combining Extension-Based Semantics and Ranking-Based Semantics for Abstract Argumentation.,,,", Jérôme Delobelle",,,0,0,kr,2018,,,,"This work proposes six new families of semantics for abstract argumen-tation combining extension-based and ranking-based semantics, and proposes to refine the ranking- based semantics using information coming from extension-Based semantics acceptability of arguments, and to modify the extensions chosen by extension-by semantics using preferential informationComing from ranking-related semantics.",,,,27,0,False,3
1076,Introducing Temporal Stable Models for Linear Dynamic Logic.,,,L Giordano,,,0,0,kr,2018,,,,"A new temporal extension of the logic of Hereand-There and its equilibria obtained by combining it with dynamic logic over (linear) traces is proposed, known as Linear Dynamic Equilibrium Logic, or simply DEL.",,,,37,0,False,2
1077,Reasoning with Justifiable Exceptions in Contextual Hierarchies.,Reasoning with Justifiable Exceptions in Contextual Hierarchies,Reasoning with Justifiable Exceptions in Contextual Hierarchies,"Bozzato Loris, Serafini Luciano, Eiter Thomas"," Bozzato Loris,  Serafini Luciano,  Eiter Thomas","Loris Bozzato, Luciano Serafini, Thomas Eiter",3,3,kr,2018,,"The problem of reasoning with context dependent knowledge has recently gained interest in the area of description logic-based knowledge bases (KBs). Among the several proposals, we consider the Contextualized Knowledge Repository (CKR) framework. The CKR model has been recently extended with the capability of reasoning with global (context independent) defeasible axioms that can be overridden by local (context specific) knowledge. In CKR applications it is often useful to reason over a hierarchical organization of contexts. We highlight here our recent efforts on extending the CKR framework to allow for the representation of exception handling in the inheritance of knowledge across local contexts. We first concentrated on a limitation to a particular kind of context organization, i.e., ranked hierarchies, which allows us to simplify the definition of reasoning procedures. We then further generalized the proposal to extend the reasoning on exception handling over general contextual hierarchies. In this paper we summarize the basic definitions for simple CKRs with Justifiable Exceptions, the emerging computational properties, and the ASP-based reasoning procedures that we developed. Moreover, we highlight the open challenges in generalizing the approach and our future directions.",,"This paper highlights the recent work on extending the CKR framework to allow for the representation of exception handling in the inheritance of knowledge across local contexts, the emerging computational properties, and the ASP-based reasoning procedures that were developed.","Logic, Reasoning, and Knowledge","Computer science, Epistemology, Psychology, Philosophy","Computer science, Epistemology, Psychology, Philosophy",28,0,False,3
1078,Decidability and Complexity of Timeline-Based Planning over Dense Temporal Domains.,,,"Nicola Gigante, Andrea Micheli, Angelo Montanari, Enrico Scala",,,0,0,kr,2018,,,,"This paper first proves that the general problem is undecidable, and then it is shown that decidability can be recovered by constraining the logical structure of synchronization rules.",,,,17,0,False,3
1079,Finite LTL Synthesis with Environment Assumptions and Quality Measures.,,,"Benjamin Aminof, Giuseppe De Giacomo, Giuseppe Perelli, Sasha Rubin",,,0,0,kr,2018,,,"In this paper, we investigate the problem of synthesizing strategies for linear temporal logic (LTL) specifications that are interpreted over finite traces -- a problem that is central to the automated construction of controllers, robot programs, and business processes. We study a natural variant of the finite LTL synthesis problem in which strategy guarantees are predicated on specified environment behavior. We further explore a quantitative extension of LTL that supports specification of quality measures, utilizing it to synthesize high-quality strategies. We propose new notions of optimality and associated algorithms that yield strategies that best satisfy specified quality measures. Our algorithms utilize an automata-game approach, positioning them well for future implementation via existing state-of-the-art techniques.","A natural variant of the finite LTL synthesis problem in which strategy guarantees are predicated on specified environment behavior is studied, and a quantitative extension of LTL is explored that supports specification of quality measures, utilizing it to synthesize high-quality strategies.",,,,23,0,False,1
1080,The Combined Approach to Query Answering in Horn-ALCHOIQ.,,,Jef Wijsen,,,0,0,kr,2018,,,,"Answering conjunctive queries over Description Logics ontologies is an important reasoning task with many applications in knowledge representation, and the so-called combined approach, which answers CQs in two steps, is introduced.",,,,28,0,False,1
1081,A Semantic Perspective on Belief Change in a Preferential Non-Monotonic Framework.,,,"Giovanni Casini, Thomas Meyer",,,0,0,kr,2018,,,,"This paper presents a meta-modelling architecture suitable for knowledge representation and reasoning that was developed at the 16th International Conference on Principles of Knowledge Representation and Reasoning in Tempe, Arizona, USA.",,,,31,0,False,3
1084,Approximating Certainty in Querying Data and Metadata.,,,,,,0,0,kr,2018,,,,"This work gives a generic representation of query answering via incomplete data, and uses the connection to show how to effectively approximate several intractable query answering problems, and discusses differences between applying this framework under open and closed world semantics.",,,,37,0,False,3
1085,Symbolic Verification of Golog Programs with First-Order BDDs.,,,"Benjamin Zarrieß, Jens Claßen",,,0,0,kr,2018,,,,"This work reports on efforts on implementing a verification algorithm for GOLOG based on fixpoint computations, a graph representation of program executions, and a symbolic representation of the state space, using a firstorder variant of OBDDs for compactly representing formulas.",,,,25,0,False,2
1086,Propositional and Predicate Logics of Incomplete Information.,Propositional and predicate logics of incomplete information,Propositional and predicate logics of incomplete information,"Marco Console, Paolo Guagliardo, Leonid Libkin","Marco Console, Paolo Guagliardo, Leonid Libkin","Marco Console, Paolo Guagliardo, Leonid Libkin",3,3,kr,2018,,,"One of the most common scenarios of handling incomplete information occurs in relational databases. They describe incomplete knowledge with three truth values, using Kleene’s logic for propositional formulae and a rather peculiar extension to predicate calculus. This design by a committee from several decades ago is now part of the standard adopted by vendors of database management systems. But is it really the right way to handle incompleteness in propositional and predicate logics? Our goal is to answer this question. Using an epistemic approach, we ﬁrst characterize possible levels of partial knowledge about propositions, which leads to six truth values. We impose rationality conditions on the semantics of the connectives of the propositional logic, and prove that Kleene’s logic is the maximal sublogic to which the standard optimization rules apply, thereby justifying this design choice. For extensions to predicate logic, however, we show that the additional truth values are not necessary: every many-valued extension of ﬁrst-order logic over databases with incomplete information represented by null values is no more powerful than the usual two-valued logic with the standard Boolean interpretation of the connectives. We use this observation to analyze the logic underlying SQL query evaluation, and conclude that the many-valued extension for handling incompleteness does not add any expressiveness to it.","This work imposes rationality conditions on the semantics of the connectives of the propositional logic, and proves that Kleene’s logic is the maximal sublogic to which the standard optimization rules apply, thereby justifying this design choice.","Logic, Reasoning, and Knowledge","Computer science, Truth value, Classical logic, Predicate logic, T-norm fuzzy logics, Predicate (mathematical logic), Predicate variable, Propositional calculus, Well-formed formula, First-order logic, Propositional formula, Description logic, Extension (predicate logic), Propositional variable, Predicate functor logic, Theoretical computer science, Atomic formula, Mathematics, Artificial intelligence, Intermediate logic, Programming language, Zeroth-order logic, Autoepistemic logic, Multimodal logic","Computer science, Truth value, Classical logic, Predicate logic, T-norm fuzzy logics, Predicate (mathematical logic), Predicate variable, Propositional calculus, Well-formed formula, First-order logic, Propositional formula, Description logic, Extension (predicate logic), Propositional variable, Predicate functor logic, Theoretical computer science, Atomic formula, Mathematics, Artificial intelligence, Intermediate logic, Programming language, Zeroth-order logic, Autoepistemic logic, Multimodal logic, Membership function, Fuzzy logic, Fuzzy set",37,0,True,4
